,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
10803,American Paintings and Sculpture,Painting,Banks of the Loing,1853      ,1897      ,1891,1897,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11771,Picknell, William Lamb
10806,American Paintings and Sculpture,Painting,Landscape,1728      ,1808      ,1800,1830,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11774,Pillement, Jean
10807,American Paintings and Sculpture,Painting,The Daughters of Daniel T. MacFarlan,1827      ,1905      ,1857,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11775,Pine, Theodore E.
10808,American Paintings and Sculpture,Painting,Kate Lyon Cornell,1827      ,1905      ,1856,1856,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11776,Pine, Theodore E.
10809,American Paintings and Sculpture,Painting,Mr. and Mrs. Daniel T. MacFarlan,1827      ,1905      ,1858,1858,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11777,Pine, Theodore E.
10810,American Paintings and Sculpture,Painting,George Washington,1767      ,1822      ,1787,1790,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11778,Polk, Charles Peale
10811,American Paintings and Sculpture,Painting,"Joseph Howell, Jr.",1767      ,1822      ,1784,1787,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11779,Polk, Charles Peale
10812,American Paintings and Sculpture,Painting,The Oak Door,1849      ,1924      ,1887,1887,Oil on oak,Paintings,http://www.metmuseum.org/art/collection/search/11780,Pope, Alexander
10827,American Paintings and Sculpture,Painting,The American School,1734      ,1805      ,1765,1765,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11797,Pratt, Matthew
10828,American Paintings and Sculpture,Painting,Cadwallader Colden and His Grandson Warren De Lancey,1734      ,1805      ,1769,1775,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11798,Pratt, Matthew
10829,American Paintings and Sculpture,Painting,Mrs. Peter De Lancey,1734      ,1805      ,1768,1771,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11799,Pratt, Matthew
10830,American Paintings and Sculpture,Painting,Annie Sargent Jewett,1858      ,1924      ,1902,1905,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11800,Prendergast, Maurice Brazil
10831,American Paintings and Sculpture,Painting,Annie Sargent Jewett,1867      ,1964      ,1902,1905,Oil on board,Paintings,http://www.metmuseum.org/art/collection/search/11801,Williams, Esther Baldwin
10833,American Paintings and Sculpture,Painting,Beach No. 3,1858      ,1924      ,1910,1913,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11803,Prendergast, Maurice Brazil
10834,American Paintings and Sculpture,Painting,Central Park,1858      ,1924      ,1914,1915,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11804,Prendergast, Maurice Brazil
10838,American Paintings and Sculpture,Painting,Group of Figures,1858      ,1924      ,1918,1923,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11809,Prendergast, Maurice Brazil
10842,American Paintings and Sculpture,Painting,Portrait of a Girl with Flowers,1858      ,1924      ,1910,1913,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11813,Prendergast, Maurice Brazil
10853,American Paintings and Sculpture,Painting,Leatherstocking's Rescue,1801      ,1881      ,1832,1832,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11834,Quidor, John
10854,American Paintings and Sculpture,Painting,The Vigilant Stuyvesant's Wall Street Gate,1801      ,1881      ,1863,1863,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11835,Quidor, John
10855,American Paintings and Sculpture,Painting,Fruit with Blue-footed Bowl,1830      ,1925      ,1893,1893,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11837,Raleigh, Charles Sidney
10867,American Paintings and Sculpture,Painting,"High Bridge, New York",1858      ,1916      ,1905,1905,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11851,Ranger, Henry Ward
10869,American Paintings and Sculpture,Painting,Spring Woods,1858      ,1916      ,1892,1900,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11853,Ranger, Henry Ward
10870,American Paintings and Sculpture,Painting,"Berks County Almshouse, 1880",1828      ,1895      ,1880,1880,Oil and gold paint on zinc,Paintings,http://www.metmuseum.org/art/collection/search/11854,Rasmussen, John
10871,American Paintings and Sculpture,Painting,Overlooking the Valley,1869      ,1965      ,1911,1911,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11857,Redfield, Edward Willis
10872,American Paintings and Sculpture,Painting,Fleur de Lis,1862      ,1929      ,1892,1900,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11858,Reid, Robert
10878,American Paintings and Sculpture,Painting,Pitched It Sheer into the River . . . Where It Still Is Seen in the Summer,1861      ,1909      ,1889,1889,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11864,Remington, Frederic
10881,American Paintings and Sculpture,Painting,On the Southern Plains,1861      ,1909      ,1907,1907,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11867,Remington, Frederic
10908,American Paintings and Sculpture,Painting,Indian Summer,1833      ,1905      ,1875,1875,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11894,Richards, William Trost
10916,American Paintings and Sculpture,Painting,"Near Land's End, Cornwall",1833      ,1905      ,1879,1879,Oil on canvas mounted on masonite,Paintings,http://www.metmuseum.org/art/collection/search/11903,Richards, William Trost
10917,American Paintings and Sculpture,Painting,New Jersey Beach,1833      ,1905      ,1901,1901,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11904,Richards, William Trost
10924,American Paintings and Sculpture,Painting,Surf on Rocks,1833      ,1905      ,1890,1899,Oil on board,Paintings,http://www.metmuseum.org/art/collection/search/11911,Richards, William Trost
10926,American Paintings and Sculpture,Painting,Underneath Niagara Falls,1819      ,1895      ,1862,1862,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11913,Richardt, Ferdinand
10946,American Paintings and Sculpture,Painting,A Bird's-Eye View,1852      ,1896      ,1889,1889,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11934,Robinson, Theodore
10948,American Paintings and Sculpture,Painting,The Old Mill (Vieux Moulin),1852      ,1896      ,1889,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11936,Robinson, Theodore
10950,American Paintings and Sculpture,Painting,Still Life: Flowers and Fruit,1816      ,1872      ,1850,1855,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11938,Roesen, Severin
10951,American Paintings and Sculpture,Painting,Still Life: Fruit,1816      ,1872      ,1855,1855,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11939,Roesen, Severin
10966,American Paintings and Sculpture,Painting,"Washington and Lafayette at Mount Vernon, 1784 (The Home of Washington after the War)",1818      ,1871      ,1859,1859,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11957,Rossiter, Thomas Pritchard
10980,American Paintings and Sculpture,Painting,Under a Cloud,1847      ,1917      ,1900,1900,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11974,Ryder, Albert Pinkham
10981,American Paintings and Sculpture,Painting,The Bridge,1847      ,1917      ,1877,1883,Oil on gilt leather,Paintings,http://www.metmuseum.org/art/collection/search/11975,Ryder, Albert Pinkham
10982,American Paintings and Sculpture,Painting,Curfew Hour,1847      ,1917      ,1881,1882,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/11976,Ryder, Albert Pinkham
10983,American Paintings and Sculpture,Painting,The Forest of Arden,1847      ,1917      ,1888,1908,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11977,Ryder, Albert Pinkham
10984,American Paintings and Sculpture,Painting,Landscape,1847      ,1917      ,1897,1898,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11978,Ryder, Albert Pinkham
10985,American Paintings and Sculpture,Painting,Moonlight Marine,1847      ,1917      ,1870,1890,Oil and possibly wax on wood panel,Paintings,http://www.metmuseum.org/art/collection/search/11979,Ryder, Albert Pinkham
10986,American Paintings and Sculpture,Painting,The Smugglers' Cove,1847      ,1917      ,1877,1880,Oil on gilt leather,Paintings,http://www.metmuseum.org/art/collection/search/11980,Ryder, Albert Pinkham
10987,American Paintings and Sculpture,Painting,The Toilers of the Sea,1847      ,1917      ,1877,1885,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/11981,Ryder, Albert Pinkham
10988,American Paintings and Sculpture,Painting,"Mt. Mansfield, Vermont",1868      ,1949      ,1918,1921,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11982,Ryder, Chauncey F.
10989,American Paintings and Sculpture,Painting,George P. Putnam,1821      ,1896      ,1872,1872,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11983,Ryder, Platt Powell
10990,American Paintings and Sculpture,Painting,Stephen Whitney Phoenix,1821      ,1896      ,1892,1892,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/11984,Ryder, Platt Powell
11029,American Paintings and Sculpture,Painting,"The Custom House at Greenock, Scotland",1755      ,1844      ,1828,1828,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12024,Salmon, Robert
11031,American Paintings and Sculpture,Painting,Ada Rehan,1856      ,1925      ,1894,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12026,Sargent, John Singer
11033,American Paintings and Sculpture,Painting,Alpine Pool,1856      ,1925      ,1907,1907,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12028,Sargent, John Singer
11042,American Paintings and Sculpture,Painting,Astarte,1856      ,1925      ,1887,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12037,Sargent, John Singer
11043,American Paintings and Sculpture,Painting,"The Balcony, Spain [and] Two Nude Bathers Standing on a Wharf",1856      ,1925      ,1879,1880,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12038,Sargent, John Singer
11057,American Paintings and Sculpture,Painting,Bringing Down Marble from the Quarries to Carrara,1856      ,1925      ,1911,1911,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12052,Sargent, John Singer
11066,American Paintings and Sculpture,Painting,"Cliffs at Deir el Bahri, Egypt",1856      ,1925      ,1890,1891,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12061,Sargent, John Singer
11070,American Paintings and Sculpture,Painting,"Courtyard, Tetuan, Morocco",1856      ,1925      ,1879,1880,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12065,Sargent, John Singer
11076,American Paintings and Sculpture,Painting,Edward Robinson,1856      ,1925      ,1903,1903,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12071,Sargent, John Singer
11077,American Paintings and Sculpture,Painting,Egyptian Woman,1856      ,1925      ,1890,1891,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12072,Sargent, John Singer
11078,American Paintings and Sculpture,Painting,Egyptian Woman with Earrings,1856      ,1925      ,1890,1891,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12073,Sargent, John Singer
11079,American Paintings and Sculpture,Painting,Egyptians Raising Water from the Nile,1856      ,1925      ,1890,1891,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12074,Sargent, John Singer
11105,American Paintings and Sculpture,Painting,Gitana,1856      ,1925      ,1876,1876,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12100,Sargent, John Singer
11113,American Paintings and Sculpture,Painting,Henry G. Marquand,1856      ,1925      ,1897,1897,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12108,Sargent, John Singer
11115,American Paintings and Sculpture,Painting,The Hermit (Il solitario),1856      ,1925      ,1908,1908,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12110,Sargent, John Singer
11126,American Paintings and Sculpture,Painting,Lady with the Rose (Charlotte Louise Burckhardt),1856      ,1925      ,1882,1882,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12121,Sargent, John Singer
11127,American Paintings and Sculpture,Painting,Landscape with Goatherd,1856      ,1925      ,1890,1891,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12122,Sargent, John Singer
11132,American Paintings and Sculpture,Painting,Madame X (Madame Pierre Gautreau),1856      ,1925      ,1883,1884,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12127,Sargent, John Singer
11133,American Paintings and Sculpture,Painting,A Male Model Standing before a Stove,1856      ,1925      ,1872,1880,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12128,Sargent, John Singer
11136,American Paintings and Sculpture,Painting,Mannikin in the Snow,1856      ,1925      ,1891,1893,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12131,Sargent, John Singer
11141,American Paintings and Sculpture,Painting,Moorish Buildings in Sunlight,1856      ,1925      ,1879,1880,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12136,Sargent, John Singer
11142,American Paintings and Sculpture,Painting,Moorish Buildings on a Cloudy Day,1856      ,1925      ,1879,1880,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12137,Sargent, John Singer
11145,American Paintings and Sculpture,Painting,Mr. and Mrs. I. N. Phelps Stokes,1856      ,1925      ,1897,1897,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12140,Sargent, John Singer
11146,American Paintings and Sculpture,Painting,Mrs. Henry Galbraith Ward,1856      ,1925      ,1888,1894,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12141,Sargent, John Singer
11154,American Paintings and Sculpture,Painting,"Open Doorway, Morocco",1856      ,1925      ,1879,1880,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/12149,Sargent, John Singer
11158,American Paintings and Sculpture,Painting,Padre Sebastiano,1856      ,1925      ,1901,1906,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/12153,Sargent, John Singer
