,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
336302,Modern and Contemporary Art,Painting,Mrs. Atkinson,1876      ,1939      ,1897,1898,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/481922,John, Gwen
336303,Modern and Contemporary Art,Painting,Luncheon,1868      ,1940      ,1901,1901,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/481923,Vuillard, Édouard
336305,Modern and Contemporary Art,Painting,The Birches,1929      ,2005      ,1977,1977,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481925,Welliver, Neil
336306,Modern and Contemporary Art,Painting,To A Water Lily,1885      ,1964      ,1915,1915,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481926,Belmont, I J
336307,Modern and Contemporary Art,Painting,Greensleeves,1885      ,1964      ,1945,1945,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481927,Belmont, I J
336308,Modern and Contemporary Art,Painting,Ideal Figurative Group,1885      ,1964      ,1900,1910,Oil on board,Paintings,http://www.metmuseum.org/art/collection/search/481928,Belmont, I J
336313,Modern and Contemporary Art,Painting,Autumn River,1927      ,2027      ,1979,1979,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481933,Kahn, Wolf
336330,Modern and Contemporary Art,Painting,Leah's Renoir,1933      ,2033      ,1979,1979,Acrylic on canvas with collage sections,Paintings,http://www.metmuseum.org/art/collection/search/481950,Gilliam, Sam
336331,Modern and Contemporary Art,Painting,Philip Pearlstein,1927      ,2027      ,1978,1978,Oil on aluminum cutout painted front and back,Paintings,http://www.metmuseum.org/art/collection/search/481951,Katz, Alex
336332,Modern and Contemporary Art,Painting,Study for Philip Pearlstein,1927      ,2027      ,1978,1978,Oil on aluminum cutout,Paintings,http://www.metmuseum.org/art/collection/search/481952,Katz, Alex
336339,Modern and Contemporary Art,Painting,Mother and Child,1889      ,1966      ,1922,1922,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481960,Zorach, William
336340,Modern and Contemporary Art,Painting,Near Hebron,1887      ,1968      ,1911,1911,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481961,Zorach, Marguerite
336341,Modern and Contemporary Art,Painting,Spring in Central Park (recto); Three Figures (verso),1889      ,1966      ,1914,1914,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481962,Zorach, William
336347,Modern and Contemporary Art,Painting,Central Panel Doors from ICONOSTASIS,1942      ,2042      ,1976,1978,"Ink marker, cellophane, and silverfoil on wood panels",Paintings,http://www.metmuseum.org/art/collection/search/481968,Lanigan-Schmidt, Thom
336348,Modern and Contemporary Art,Painting,Still Life,1904      ,1993      ,1939,1939,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481969,Guevara, Meraud
336363,Modern and Contemporary Art,Painting,Genesis - Dedicated to Noah Goldowsky,1945      ,2012      ,1978,1978,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481985,Brown, Frederick J
336372,Modern and Contemporary Art,Painting,The Great Sirens,1897      ,1994      ,1947,1947,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/481994,Delvaux, Paul
336376,Modern and Contemporary Art,Painting,Guitar and Still Life on a Guéridon,1882      ,1963      ,1922,1922,Oil with sand on canvas,Paintings,http://www.metmuseum.org/art/collection/search/481998,Braque, Georges
336378,Modern and Contemporary Art,Painting,Tempest,1926      ,2009      ,1977,1977,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482000,Seliger, Charles
336379,Modern and Contemporary Art,Painting,Diana,1902      ,1968      ,1942,1942,Oil on canvas on board,Paintings,http://www.metmuseum.org/art/collection/search/482001,Gatch, Lee
336382,Modern and Contemporary Art,Painting,House above the Beach,1907      ,1975      ,1963,1963,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482005,Porter, Fairfield
336383,Modern and Contemporary Art,Painting,Flowers,1928      ,1987      ,1967,1968,Acrylic and silkscreen enamel on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482006,Warhol, Andy
336384,Modern and Contemporary Art,Painting,The Artist's Parents,1899      ,1987      ,1932,1932,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482007,Soyer, Raphael
336397,Modern and Contemporary Art,Painting,Head (Hiding Face),1935      ,2035      ,1959,1959,Oil and pasted cloth on gesso board,Paintings,http://www.metmuseum.org/art/collection/search/482020,Dine, Jim
336398,Modern and Contemporary Art,Painting,"Composition, No.V",1880      ,1966      ,1952,1952,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482021,Hofmann, Hans
336400,Modern and Contemporary Art,Painting,Purple and Gray Braiding,1943      ,2043      ,1969,1970,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482023,Rouan, Francois
336401,Modern and Contemporary Art,Painting,Macarena of Miracles,1931      ,2031      ,1971,1971,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482024,Flack, Audrey
336430,Modern and Contemporary Art,Painting,Renoir's Garden in Montmartre,1883      ,1955      ,1911,1911,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482057,Utrillo, Maurice
336431,Modern and Contemporary Art,Painting,The Rue Orchampt in Montmartre,1883      ,1955      ,1910,1910,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482058,Utrillo, Maurice
336439,Modern and Contemporary Art,Painting,Rhythm of Flowers,1898      ,1978      ,1963,1965,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482067,Botton, Jean Isy de
336442,Modern and Contemporary Art,Painting,"Apples from Dorset, Vermont",1877      ,1949      ,1937,1937,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482070,Kuhn, Walt
336443,Modern and Contemporary Art,Painting,Untitled,1905      ,1987      ,1936,1936,Oil on linen,Paintings,http://www.metmuseum.org/art/collection/search/482071,Golubov, Maurice
336458,Modern and Contemporary Art,Painting,Kimiko Powers,1928      ,1987      ,1972,1972,Acrylic and silkscreen on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482089,Warhol, Andy
336459,Modern and Contemporary Art,Painting,On Deck,1931      ,2031      ,1966,1966,Magna on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482090,Morley, Malcolm
336464,Modern and Contemporary Art,Painting,Untitled,1917      ,2004      ,1949,1949,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482095,Resnick, Milton
336465,Modern and Contemporary Art,Painting,The Path of the Grey Falcon of the Dawn,1928      ,1982      ,1979,1979,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482097,Baber, Alice
336478,Modern and Contemporary Art,Painting,Pigeon Walking in a Park,1945      ,2045      ,1980,1980,Oil on photograph on wood,Paintings,http://www.metmuseum.org/art/collection/search/482110,Thomas, Gwenn
336479,Modern and Contemporary Art,Painting,Tree in Shadows,1945      ,2045      ,1980,1980,Oil on photograph and wood,Paintings,http://www.metmuseum.org/art/collection/search/482111,Thomas, Gwenn
336484,Modern and Contemporary Art,Painting,The Artist in his Studio,1918      ,2002      ,1979,1979,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482116,Brandt, Warren
336490,Modern and Contemporary Art,Painting,New Yorker Faces Iran Spy Trial,1946      ,2046      ,1979,1979,Oil and acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482122,Ashbaugh, Dennis
336501,Modern and Contemporary Art,Painting,Stepping Out,1923      ,1997      ,1978,1978,Oil and Magna on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482133,Lichtenstein, Roy
336503,Modern and Contemporary Art,Painting,Split,1943      ,2043      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482135,Witek, Joan
336560,Modern and Contemporary Art,Painting,According to Keitur Falls,1936      ,2036      ,1974,1975,Acrylic on canvas on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482195,Bowling, Frank
336562,Modern and Contemporary Art,Painting,Untitled,1947      ,2011      ,1972,1972,"Cut and pasted paper, and acrylic on Plexiglas",Paintings,http://www.metmuseum.org/art/collection/search/482198,Bailey, Malcolm
336573,Modern and Contemporary Art,Painting,Gaby,1875      ,1963      ,1905,1905,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482211,Villon, Jacques
336574,Modern and Contemporary Art,Painting,"Rembrandt - ""Night Watch""",1937      ,2037      ,1968,1968,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482213,Clarke, John Clem
336575,Modern and Contemporary Art,Painting,An American Painting - For Rose Paul,1940      ,2040      ,1979,1979,Alkyd on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482214,Baynard, Ed
336595,Modern and Contemporary Art,Painting,Expressman,1894      ,1978      ,1924,1924,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482239,Rockwell, Norman
336601,Modern and Contemporary Art,Painting,King of Clubs,1920      ,1985      ,1978,1978,Acrylic and graphite on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482245,Davis, Gene
336615,Modern and Contemporary Art,Painting,Vista at the Edge of the Sea,1901      ,1982      ,1940,1940,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482260,Kelly, Leon
336616,Modern and Contemporary Art,Painting,Winter-Summer Reds,1930      ,2030      ,1973,1973,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482261,Anuszkiewicz, Richard
336617,Modern and Contemporary Art,Painting,King's Cookham Rise,1891      ,1959      ,1947,1947,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482262,Spencer, Stanley
336619,Modern and Contemporary Art,Painting,Lights IV: The Pier and the Road,1928      ,1995      ,1973,1973,Acrylic and graphite on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482264,Andrews, Michael
336620,Modern and Contemporary Art,Painting,The Coffee Pot,1885      ,1978      ,1916,1916,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482265,Grant, Duncan
336622,Modern and Contemporary Art,Painting,Heart On,1940      ,2040      ,1975,1975,"Oil, acrylic, paper, fabric, cheesecloth, papier maché, mattress batting, and thread on canvas",Paintings,http://www.metmuseum.org/art/collection/search/482267,Snyder, Joan
336625,Modern and Contemporary Art,Painting,Arch,1944      ,2044      ,1980,1981,Oil on canvas and wood,Paintings,http://www.metmuseum.org/art/collection/search/482270,Buckley, Stephen
336634,Modern and Contemporary Art,Painting,Quartet,1936      ,2010      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482279,Ohlson, Doug
336637,Modern and Contemporary Art,Painting,Allegory,1937      ,1966      ,1960,1960,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482282,Thompson, Bob
336642,Modern and Contemporary Art,Painting,Lady Sarah Chester-Beatty at Baroda House,1908      ,1975      ,1953,1953,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482287,Berea, Dimitrie
336643,Modern and Contemporary Art,Painting,Aerial Spectacle,1920      ,1990      ,1967,1967,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482288,Honig, Mervin
336655,Modern and Contemporary Art,Painting,The Flatiron Building,1884      ,1930      ,1919,1919,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482300,Halpert, Samuel
336660,Modern and Contemporary Art,Painting,Memory of Closeness,1945      ,2045      ,1981,1981,Oil on linen,Paintings,http://www.metmuseum.org/art/collection/search/482305,Jensen, Bill
336661,Modern and Contemporary Art,Painting,H.H.H.,1925      ,2013      ,1981,1981,"Oil, cut and pasted canvas, and thread on canvas",Paintings,http://www.metmuseum.org/art/collection/search/482306,Kaish, Luise
336666,Modern and Contemporary Art,Painting,Henry Pearson,1911      ,2012      ,1967,1967,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482311,Barnet, Will
336668,Modern and Contemporary Art,Painting,Men and Machine,1892      ,1964      ,1934,1934,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482313,Davis, Stuart
336669,Modern and Contemporary Art,Painting,Henry Geldzahler,1900      ,1984      ,1967,1967,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482314,Neel, Alice
336670,Modern and Contemporary Art,Painting,Disco,1912      ,2008      ,1981,1981,Acrylic and cut and pasted canvas on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482315,Hoff, Margo
336671,Modern and Contemporary Art,Painting,Norman Loftis,1924      ,2024      ,1974,1974,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482316,Pearlstein, Philip
336672,Modern and Contemporary Art,Painting,Flight II,1943      ,2043      ,1979,1980,Acrylic on linen,Paintings,http://www.metmuseum.org/art/collection/search/482317,Renouf, Edda
336673,Modern and Contemporary Art,Painting,Solitary,1903      ,1974      ,1957,1957,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482318,Gottlieb, Adolph
336714,Modern and Contemporary Art,Painting,Lamp and Weeds,1912      ,1978      ,1950,1950,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482362,Shulman, Morris
336715,Modern and Contemporary Art,Painting,Harpo,1927      ,2027      ,1964,1964,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482363,Alechinsky, Pierre
336721,Modern and Contemporary Art,Painting,Woman with Flowers in her Hair,1901      ,1985      ,1955,1955,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482370,Dubuffet, Jean
336727,Modern and Contemporary Art,Painting,Weather Vanes,1912      ,2000      ,1940,1940,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482377,Harari, Hananiah
336728,Modern and Contemporary Art,Painting,Number 10 Angelized,1899      ,1985      ,1941,1941,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482378,Drewes, Werner
336731,Modern and Contemporary Art,Painting,Untitled,1907      ,1965      ,1936,1937,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482381,Bowden, Harry
336738,Modern and Contemporary Art,Painting,The River,1906      ,1996      ,1961,1961,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482388,Smith, Leon Polk
336740,Modern and Contemporary Art,Painting,Standing Nude and Seated Musketeer,1881      ,1973      ,1968,1968,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482391,Picasso, Pablo
336741,Modern and Contemporary Art,Painting,Barticaflats Even Time,1936      ,2036      ,1980,1980,Acrylic and oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482392,Bowling, Frank
336747,Modern and Contemporary Art,Painting,Cauliflower and Pumpkin,1905      ,1998      ,1938,1938,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482399,Jones, Lois Mailou
336753,Modern and Contemporary Art,Painting,Tink Tonk,1949      ,2049      ,1979,1980,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482406,Nahas, Nabil
336760,Modern and Contemporary Art,Painting,Edison Mazda,1892      ,1964      ,1924,1924,Oil on cardboard,Paintings,http://www.metmuseum.org/art/collection/search/482413,Davis, Stuart
336761,Modern and Contemporary Art,Painting,Composition,1914      ,1955      ,1951,1951,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482414,Stael, Nicolas De
336762,Modern and Contemporary Art,Painting,"Hampton Bays, Long Island",1882      ,1967      ,1951,1951,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482415,Burliuk, David
336765,Modern and Contemporary Art,Painting,Southampton Fields,1922      ,2008      ,1954,1954,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482418,Hartigan, Grace
336767,Modern and Contemporary Art,Painting,For Tony's Jane,1940      ,2040      ,1979,1979,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482421,Swain, Robert
336770,Modern and Contemporary Art,Painting,II - 29 (N) No. 1,1942      ,2042      ,1981,1981,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482424,Wurmfeld, Sanford
336772,Modern and Contemporary Art,Painting,Bali - The North Shore,1927      ,1991      ,1977,1977,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482426,Budd, David
336773,Modern and Contemporary Art,Painting,Self-Portrait - Night,1912      ,1995      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482427,Schrag, Karl
336814,Modern and Contemporary Art,Painting,Standing Figure,1904      ,1987      ,1936,1936,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482468,Helion, Jean
336815,Modern and Contemporary Art,Painting,Newspaper Readers,1904      ,1987      ,1948,1948,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482469,Helion, Jean
336816,Modern and Contemporary Art,Painting,"Roofs, Paris",1904      ,1987      ,1958,1958,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482470,Helion, Jean
336817,Modern and Contemporary Art,Painting,"Blue Roofs, Paris",1904      ,1987      ,1958,1958,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482471,Helion, Jean
336818,Modern and Contemporary Art,Painting,Hands,1904      ,1987      ,1956,1956,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482472,Helion, Jean
336819,Modern and Contemporary Art,Painting,"Luxembourg Gardens, Indian Summer",1904      ,1987      ,1960,1961,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482474,Helion, Jean
336828,Modern and Contemporary Art,Painting,"Water Street, Newburgh",1880      ,1973      ,1917,1917,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482483,Chatterton, C K
336829,Modern and Contemporary Art,Painting,"Hank Perkins' Fish House, Maine",1880      ,1973      ,1945,1945,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482484,Chatterton, C K
336836,Modern and Contemporary Art,Painting,Attic,1904      ,1997      ,1949,1949,"Oil, enamel, and newspaper transfer on canvas",Paintings,http://www.metmuseum.org/art/collection/search/482491,De Kooning, Willem
336855,Modern and Contemporary Art,Painting,"Fishing Boats, Collioure",1880      ,1954      ,1905,1905,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482510,Derain, André
336856,Modern and Contemporary Art,Painting,Little River Farm,1934      ,2034      ,1979,1979,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482511,Jacquette, Yvonne
336862,Modern and Contemporary Art,Painting,Pasiphaë,1912      ,1956      ,1943,1943,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482518,Pollock, Jackson
336869,Modern and Contemporary Art,Painting,"""Is There Anything to be Frightened of Miss Alice?"" ""Always.""",1947      ,2047      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482528,Lau, Rex
336876,Modern and Contemporary Art,Painting,The Mime,1890      ,1976      ,1916,1916,Oil on Masonite,Paintings,http://www.metmuseum.org/art/collection/search/482535,Man Ray,Unknown
336882,Modern and Contemporary Art,Painting,Still Life,1949      ,2049      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482543,Tansey, Mark
336896,Modern and Contemporary Art,Painting,Partial Nude Resting on Green Drapery,1924      ,1976      ,1972,1972,Oil on linen,Paintings,http://www.metmuseum.org/art/collection/search/482558,Torres, Horacio
336902,Modern and Contemporary Art,Painting,Dr. Scholl's Corns,1928      ,1987      ,1961,1961,Casein and wax crayon on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482564,Warhol, Andy
336926,Modern and Contemporary Art,Painting,"Passage, Opening with Cypress Forms III",1944      ,1989      ,1980,1980,"Acrylic, cut and pasted paper, charcoal, and chalk on linen",Paintings,http://www.metmuseum.org/art/collection/search/482588,Edlich, Stephen
336930,Modern and Contemporary Art,Painting,Shanghai Gestures,1932      ,2007      ,1968,1968,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482592,Kitaj, R.B.
336933,Modern and Contemporary Art,Painting,Cat,1929      ,2010      ,1957,1957,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482595,Ting, Walasse
336934,Modern and Contemporary Art,Painting,Beatrice Stein Steegmuller,1875      ,1963      ,1933,1933,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482596,Villon, Jacques
336935,Modern and Contemporary Art,Painting,Landscape with Islands and Sky,1936      ,2000      ,1979,1979,Oil on particle board,Paintings,http://www.metmuseum.org/art/collection/search/482597,Gillespie, Gregory
336936,Modern and Contemporary Art,Painting,The Mountain,1908      ,2001      ,1936,1937,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482598,Balthus (Balthasar Klossowski),Unknown
336937,Modern and Contemporary Art,Painting,Lady of the Lake,1888      ,1946      ,1931,1941,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482599,Pippin, Horace
336938,Modern and Contemporary Art,Painting,Holy Mountain IV,1888      ,1946      ,1946,1946,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482600,Pippin, Horace
336939,Modern and Contemporary Art,Painting,Asleep,1888      ,1946      ,1943,1943,Oil on canvas board,Paintings,http://www.metmuseum.org/art/collection/search/482601,Pippin, Horace
336940,Modern and Contemporary Art,Painting,Family Supper,1888      ,1946      ,1946,1946,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482602,Pippin, Horace
336941,Modern and Contemporary Art,Painting,Victorian Interior I,1888      ,1946      ,1945,1945,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482603,Pippin, Horace
336942,Modern and Contemporary Art,Painting,Chairs,1888      ,1946      ,1946,1946,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482604,Pippin, Horace
336943,Modern and Contemporary Art,Painting,Self-Portrait II,1888      ,1946      ,1944,1944,"Oil on canvas, adhered to cardboard",Paintings,http://www.metmuseum.org/art/collection/search/482605,Pippin, Horace
336945,Modern and Contemporary Art,Painting,"Presence, Ramapo Horizon",1916      ,1992      ,1975,1975,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482607,Pousette-Dart, Richard
336951,Modern and Contemporary Art,Painting,House of Fire,1933      ,2033      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482613,Rosenquist, James
336954,Modern and Contemporary Art,Painting,Berlin Gothic,1954      ,2054      ,1982,1982,Oil and wax on wood,Paintings,http://www.metmuseum.org/art/collection/search/482616,David, Michael
336959,Modern and Contemporary Art,Painting,Route of the Black Diamond,1903      ,1997      ,1940,1940,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482624,Baum, Mark
336960,Modern and Contemporary Art,Painting,"Seventh Avenue and 16th Street, New York",1903      ,1997      ,1932,1932,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482625,Baum, Mark
336961,Modern and Contemporary Art,Painting,Verifying Dissonant Statistics,1950      ,2050      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482626,Dudley, Randy
336965,Modern and Contemporary Art,Painting,The Dining Table,1875      ,1963      ,1912,1912,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482630,Villon, Jacques
336967,Modern and Contemporary Art,Painting,Thursday,1941      ,2041      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482632,Moore, John
336968,Modern and Contemporary Art,Painting,Raspberries and Goldfish,1938      ,2038      ,1981,1981,Oil on linen with acrylic gesso ground,Paintings,http://www.metmuseum.org/art/collection/search/482633,Fish, Janet
336969,Modern and Contemporary Art,Painting,Cultures Oceania VII,1939      ,2039      ,1982,1982,Oil and synthetic resin on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482634,Walker, John
336970,Modern and Contemporary Art,Painting,Pink Cave,1951      ,2016      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482635,Chase, Louisa
336974,Modern and Contemporary Art,Painting,Untitled,1928      ,2011      ,1960,1960,"Oil, crayon, and graphite on canvas",Paintings,http://www.metmuseum.org/art/collection/search/482639,Twombly, Cy
336993,Modern and Contemporary Art,Painting,Cambridge Corn,1942      ,2042      ,1981,1981,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482659,Portnow, Marjorie
336994,Modern and Contemporary Art,Painting,Mrs. Ambrose Chambers,1907      ,1996      ,1940,1940,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482660,Fini, Leonor
336996,Modern and Contemporary Art,Painting,La Robe de Maman,1886      ,1968      ,1951,1953,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482662,Foujita, Tsuguharu
337000,Modern and Contemporary Art,Painting,Capsized,1944      ,2044      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482667,Bosman, Richard
337001,Modern and Contemporary Art,Painting,Tehilim,1947      ,2047      ,1978,1981,Ink on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482668,Hanani, Jacob El
337005,Modern and Contemporary Art,Painting,Rising Green,1908      ,1984      ,1972,1972,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482672,Krasner, Lee
337006,Modern and Contemporary Art,Painting,Francis Henry Taylor,1902      ,1981      ,1948,1948,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482673,Trebilcock, Paul
337009,Modern and Contemporary Art,Painting,Children's Games,1899      ,1991      ,1959,1959,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482677,Tamayo, Rufino
337022,Modern and Contemporary Art,Painting,Fire and Rain,1951      ,2016      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482690,Chase, Louisa
337029,Modern and Contemporary Art,Painting,Ethereal and Earthbound,1956      ,2056      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482697,Duval, Jeanne
337030,Modern and Contemporary Art,Painting,Dancing in Colombia,1932      ,2032      ,1980,1980,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482698,Botero, Fernando
337031,Modern and Contemporary Art,Painting,Remembrance of an Afternoon on the Way,1933      ,2033      ,1983,1983,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482699,Ferrer, Rafael
337032,Modern and Contemporary Art,Painting,Pennsylvania,1957      ,2057      ,1983,1983,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/482700,Innerst, Mark
337035,Modern and Contemporary Art,Painting,The Ascension,1945      ,2012      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482704,Brown, Frederick J
337036,Modern and Contemporary Art,Painting,The Bartender at Rest,1923      ,2016      ,1964,1964,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482705,Garabedian, Charles
337042,Modern and Contemporary Art,Painting,Bern Series,1930      ,2010      ,1983,1983,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482711,Natkin, Robert
337048,Modern and Contemporary Art,Painting,The Big Wetland I,1915      ,2001      ,1982,1982,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482719,Peterdi, Gabor F.
337049,Modern and Contemporary Art,Painting,Two Attentions,1949      ,2049      ,1983,1983,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482720,Lieber, Tom
337051,Modern and Contemporary Art,Painting,Untitled No. 66,1916      ,1991      ,1982,1982,Acrylic on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482722,Bischoff, Elmer
337056,Modern and Contemporary Art,Painting,Rooftops of Paris,1884      ,1974      ,1923,1923,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482729,Kroll, Leon
337057,Modern and Contemporary Art,Painting,Seashell and Map,1906      ,1965      ,1933,1933,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/482730,Smith, David
